error,id,stage,status
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tcclaviger%2FQwen3-24B-A3B-2507-Instruct-REAP-FP8 (Request ID: Root=1-6a25f662-09687bb850089a0570c2d4ae;49744fa7-8587-4aeb-b615-02bd8f305a2a)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tcclaviger/Qwen3-24B-A3B-2507-Instruct-REAP-FP8,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tcclaviger%2FQwen3-42B-A3B-2507-Thinking-TOTAL-RECALL-v2-Medium-MASTER-CODER (Request ID: Root=1-6a25f662-3a21c9180528fc7475d8978c;0732ea68-25cb-4d9c-b92e-9e4a3fec81e6)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tcclaviger/Qwen3-42B-A3B-2507-Thinking-TOTAL-RECALL-v2-Medium-MASTER-CODER,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=techcodebhavesh%2FAutoDashAnalyticsV1 (Request ID: Root=1-6a25f663-0619db9e4c28453336056327;fa7460d0-4bd3-474b-9c37-1cb2c06505dd)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",techcodebhavesh/AutoDashAnalyticsV1,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=techpro-saida%2Fmsci_software_engineering_slm_v1 (Request ID: Root=1-6a25f663-6abffdeb66183a436c3b48d4;4aa16dac-ae61-406d-98e4-aec027ace7a6)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",techpro-saida/msci_software_engineering_slm_v1,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tensorblock%2FArtigenz-Coder-DS-6.7B-GGUF (Request ID: Root=1-6a25f663-0c63e2d05362d5746b8b4066;a083d67a-e4c2-42c0-a761-2d06edb60bad)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tensorblock/Artigenz-Coder-DS-6.7B-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tensorblock%2Fbloomz-1b1-GGUF (Request ID: Root=1-6a25f663-1b239efd4310feba1dd78bc7;f532a7ca-814e-47dd-b564-b6d73b8a9c38)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tensorblock/bloomz-1b1-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tensorblock%2Fbloomz-560m-GGUF (Request ID: Root=1-6a25f664-1fbf999e481283f24c2d51aa;7d4c2b0a-6306-4efc-8b4d-922944d89817)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tensorblock/bloomz-560m-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tensorblock%2Fbloomz-7b1-mt-GGUF (Request ID: Root=1-6a25f664-76d13e770f829af87672440c;714fb085-b586-4667-85bc-ad75d3d922d5)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tensorblock/bloomz-7b1-mt-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tensorblock%2Fwavecoder-ultra-6.7b-GGUF (Request ID: Root=1-6a25f664-5b8389d378d0df421994e813;a19f725d-12a5-4dae-ad36-f2edd2f6f36c)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tensorblock/wavecoder-ultra-6.7b-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tenzin3%2Fphi3-mini-128k (Request ID: Root=1-6a25f664-77e7a5e649450cf6148055fd;084616a5-b374-4dd5-819e-43aa62940703)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tenzin3/phi3-mini-128k,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tfc101728%2Faffine-tfc-h2-5H3UnJwB4V5rURJX3Gx6NZUhEMQM2A13kBaNmUvhUguSpAJg (Request ID: Root=1-6a25f665-343ec89d54b391dd3b6580da;b9197d60-63c9-47cb-a67c-c969e99959a7)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tfc101728/affine-tfc-h2-5H3UnJwB4V5rURJX3Gx6NZUhEMQM2A13kBaNmUvhUguSpAJg,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=the-clanker-lover%2Fsteelman-14b-ada (Request ID: Root=1-6a25f665-1bd3141437d960b512c2065c;26ffcf75-3703-43c8-8952-e9556633b1ea)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",the-clanker-lover/steelman-14b-ada,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=thearod5%2Fbert4re (Request ID: Root=1-6a25f665-308e8dd307e7d08b7d13b531;0c0418dd-6115-4eb0-829b-826e9b3d4df2)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",thearod5/bert4re,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=thearod5%2Fnl-bert (Request ID: Root=1-6a25f665-4aeeddfd7b33bb9117fa5318;a3d50544-ce7d-4cf3-8b4b-4cecfa3da025)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",thearod5/nl-bert,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=theeseus-ai%2FCriticalThinker-llama-3.1-8B (Request ID: Root=1-6a25f665-483ec68800f92957532fb329;8d57acab-3fe5-4182-9b04-3d3a4b487de7)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",theeseus-ai/CriticalThinker-llama-3.1-8B,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=thegeeksinfo%2Fopenmrs-nlp-sql (Request ID: Root=1-6a25f666-63444e2c0b8068e03c911ba7;388d8454-e0b5-47f3-9954-f7460c447694)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",thegeeksinfo/openmrs-nlp-sql,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=thesven%2FAether-Qwen2-0.5B-SFT-v0.0.2 (Request ID: Root=1-6a25f666-5691627a70e704884a8d4b5d;cc5ad309-92e5-4a0c-b535-01484731fff8)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",thesven/Aether-Qwen2-0.5B-SFT-v0.0.2,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=thesven%2FPhi-3-mini-128k-instruct-GGUF (Request ID: Root=1-6a25f666-1dbd1dac392ca8bb4cb44243;73e8af86-70da-4579-aed1-df09f9f20a34)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",thesven/Phi-3-mini-128k-instruct-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=thewallran%2FQwen3-4B-Instruct-2507-heretic (Request ID: Root=1-6a25f667-010351c567cbd25e0f047709;d08ea21a-5d3a-4684-b083-2623b889f1cf)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",thewallran/Qwen3-4B-Instruct-2507-heretic,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=threenewbee%2FBabelbit-bb59 (Request ID: Root=1-6a25f667-488d23c91b66cf336122fe91;1c64add0-67ec-42e7-b53e-edb9891eb331)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",threenewbee/Babelbit-bb59,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=thuniverse-ai%2FSiliconMind-V1-Olmo-3-7B-Think-GGUF (Request ID: Root=1-6a25f667-021051174d1c5c2520a9cbfa;593b728b-3984-467c-b859-8185f479758a)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",thuniverse-ai/SiliconMind-V1-Olmo-3-7B-Think-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=thuniverse-ai%2FSiliconMind-V1-Qwen3-8B-GGUF (Request ID: Root=1-6a25f667-5d0396b24b3a7d496362ad1c;2daa3e5a-c817-4ee0-80e2-eae2de162add)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",thuniverse-ai/SiliconMind-V1-Qwen3-8B-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=timidlly%2Funified-v1 (Request ID: Root=1-6a25f667-3a3e64f3253fbcae62516977;11cf26a4-ea12-44de-8f11-89ef0a3e8ef4)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",timidlly/unified-v1,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tokyotech-llm%2FLlama-3-Swallow-70B-Instruct-v0.1 (Request ID: Root=1-6a25f668-66c2a6bb6f26dddf6e91a2c6;75476b65-0f67-4e08-96e0-89bdb6db165e)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tokyotech-llm/Llama-3-Swallow-70B-Instruct-v0.1,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tokyotech-llm%2FLlama-3-Swallow-8B-Instruct-v0.1 (Request ID: Root=1-6a25f668-442ce6a655af25f077157057;b45e3205-9cfa-4c21-a944-c16fff5d58e4)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tokyotech-llm/Llama-3-Swallow-8B-Instruct-v0.1,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tokyotech-llm%2FLlama-3.1-Swallow-8B-Instruct-v0.1 (Request ID: Root=1-6a25f668-27196f2b2af4dd7e64dd9cc6;8ebae855-49ea-4b9b-87ac-48b3031a352e)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.1,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tokyotech-llm%2FLlama-3.1-Swallow-8B-Instruct-v0.3 (Request ID: Root=1-6a25f669-463d7df6357c2936177beca5;4187ea4d-4816-42bc-92ff-f9ab36619bd4)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tokyotech-llm/Llama-3.1-Swallow-8B-Instruct-v0.3,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tokyotech-llm%2FQwen3-Swallow-30B-A3B-RL-v0.2-AWQ-INT4 (Request ID: Root=1-6a25f669-336a103f3b33a4ec7751df57;53fc6d8b-b93d-48bd-9398-0013024bd50e)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tokyotech-llm/Qwen3-Swallow-30B-A3B-RL-v0.2-AWQ-INT4,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tokyotech-llm%2FSwallow-MS-7b-v0.1 (Request ID: Root=1-6a25f669-082630874317ed7e298909d9;521b7777-087a-4256-8155-c034ce4eb77e)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tokyotech-llm/Swallow-MS-7b-v0.1,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tool-genesis%2FTool-Genesis-Qwen3-8B-SFT (Request ID: Root=1-6a25f669-1d111ef40dda64bc483dc44b;f9d03a0e-d9fd-4e98-9932-e66949fcd954)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tool-genesis/Tool-Genesis-Qwen3-8B-SFT,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=toolevalxm%2FCodeWeave-LlamaCode (Request ID: Root=1-6a25f669-522f1e2903d93f1f7bccce10;e872706a-fb0a-4c85-b18e-d5ee11d6a36d)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",toolevalxm/CodeWeave-LlamaCode,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tooljay%2FMyAwesomeModel-TestRepo (Request ID: Root=1-6a25f66a-7ea1416f5086cc1c4a421937;c2954563-bdb7-4431-b3e5-20678fb6a190)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tooljay/MyAwesomeModel-TestRepo,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=toughcent%2FQwen3-VL-8B-Thinking-bnb-8bit (Request ID: Root=1-6a25f66a-46bb6ecf28826ea80f870ef3;409f7ce5-2b98-4931-a268-cd0c54dfb964)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",toughcent/Qwen3-VL-8B-Thinking-bnb-8bit,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tripolskypetr%2Fcommand_a_gguf (Request ID: Root=1-6a25f66a-3ebea558492bcef44913532e;d770cb58-8028-4ceb-adc6-e5d559cc93eb)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tripolskypetr/command_a_gguf,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=truongcongminh%2FAI_captone1 (Request ID: Root=1-6a25f66b-7451b99866470a5757820430;3739a57e-7383-4ab7-8faa-683f2e91b6d2)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",truongcongminh/AI_captone1,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tryumanshow%2FQwen3-4B-no-think (Request ID: Root=1-6a25f66b-05eeee8f3a58452700034fba;16eb82ba-6df2-41b2-8e12-0e4bb549c90f)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tryumanshow/Qwen3-4B-no-think,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tryumanshow%2FQwen3-8B-no-think (Request ID: Root=1-6a25f66b-6fb2422b37365fc87ebded63;66190b0f-5e1e-4ae7-a1df-0c6a244cddb4)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tryumanshow/Qwen3-8B-no-think,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tzervas%2Ftritter-100m-bitnet (Request ID: Root=1-6a25f66b-6fedfa20170d6c2848f34873;4dff1368-ece3-4628-86f1-5b2a3f0e37c0)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tzervas/tritter-100m-bitnet,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=tzervas%2Ftritter-500m-bitnet (Request ID: Root=1-6a25f66b-4533e932571c10203f6b6860;b8f07ca3-fc53-4552-8429-fdcc59731c8b)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",tzervas/tritter-500m-bitnet,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=uaytug%2FuCoder-8b-base-GGUF (Request ID: Root=1-6a25f66c-02c24a273483cbbd3d952f87;7a0ddced-ca58-40c2-99ac-fed6a88b7030)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",uaytug/uCoder-8b-base-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=umjunsik1323%2FQwen2.5-Coder-1.5B-roblox (Request ID: Root=1-6a25f66c-1007605c3f9671802bdc3c12;de18cfab-1c57-46e2-8fc9-54b9e6c6b46b)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",umjunsik1323/Qwen2.5-Coder-1.5B-roblox,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unlimitedbytes%2Fgptoss-bigcodebench-20b-lora (Request ID: Root=1-6a25f66c-56b3d0884875c16b57477613;35d53e60-2efc-4fa6-915e-28c35867b527)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unlimitedbytes/gptoss-bigcodebench-20b-lora,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FGLM-4.6-GGUF (Request ID: Root=1-6a25f66d-39ed47886f77617473a5a708;a8e88242-caa8-4190-acaa-e8998031d0d5)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/GLM-4.6-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FGLM-4.6-REAP-268B-A32B-GGUF (Request ID: Root=1-6a25f66d-106448ba63706b7819d5bdd3;79c6bf27-924b-4b5f-baf7-63ef5400a9a3)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/GLM-4.6-REAP-268B-A32B-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FGLM-4.7-REAP-218B-A32B-GGUF (Request ID: Root=1-6a25f66d-147ec35824a49a2225e8df90;21740c06-2823-468c-971a-cc173c5e26c9)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/GLM-4.7-REAP-218B-A32B-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FJanusCoder-14B (Request ID: Root=1-6a25f66d-5a30d25f5fae0cbe1b2427e5;05084cc4-f3e0-4801-a83a-eafd70fc7754)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/JanusCoder-14B,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FPhi-3.5-mini-instruct (Request ID: Root=1-6a25f66e-2cea0c4a174c81ba0f9a90c0;738489a5-7904-40ef-864c-fb04a95ed495)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Phi-3.5-mini-instruct,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FPhi-4-mini-instruct (Request ID: Root=1-6a25f66e-7f5f2c73736425682ad6bf43;e7999f22-82df-4dc6-9c05-87213b713315)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Phi-4-mini-instruct,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FQwen2.5-Coder-1.5B-Instruct-bnb-4bit (Request ID: Root=1-6a25f66e-3670b0d810e9bd584ee12888;c92f2027-de98-4a68-808d-ae8cf1d8b183)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Qwen2.5-Coder-1.5B-Instruct-bnb-4bit,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FQwen2.5-Coder-1.5B-bnb-4bit (Request ID: Root=1-6a25f66e-386455bc27d5ddc9683a8864;16bd5812-ee49-4397-9559-26eec6d4aa52)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Qwen2.5-Coder-1.5B-bnb-4bit,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FQwen3-235B-A22B-Instruct-2507-FP8 (Request ID: Root=1-6a25f66e-024eaf42352e4150537c5c21;1375fcec-6a5c-420e-8696-57dd8e289197)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Qwen3-235B-A22B-Instruct-2507-FP8,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FQwen3-235B-A22B-Instruct-2507-GGUF (Request ID: Root=1-6a25f66f-49e3d1220d72128170a2581d;96d819dc-f2ff-4be9-a8bb-3e5f2ad656cd)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Qwen3-235B-A22B-Instruct-2507-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FQwen3-4B-Instruct-2507-FP8 (Request ID: Root=1-6a25f66f-40d5c4de3bf846571f84da76;9509c160-7dfb-49bb-a31c-f147bc42a457)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Qwen3-4B-Instruct-2507-FP8,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FQwen3-4B-Thinking-2507-GGUF (Request ID: Root=1-6a25f66f-51d8e4e04213b7af43c5a1b9;b63378de-4fa5-43a7-b027-d273b1a31ec8)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Qwen3-4B-Thinking-2507-GGUF,space_by_model,error
"429 Client Error: Too Many Requests for url: https://huggingface.co/api/spaces?models=unsloth%2FQwen3-Coder-30B-A3B-Instruct (Request ID: Root=1-6a25f66f-7f5f684013a284000a0f0599;8ff6326a-019d-4f27-858c-164a24d9ba8a)

We had to rate limit you, you hit the quota of 1000 api requests per 5 minutes period. Upgrade to a PRO user or Team/Enterprise organization account (https://hf.co/pricing) to get higher limits. See https://huggingface.co/docs/hub/rate-limits",unsloth/Qwen3-Coder-30B-A3B-Instruct,space_by_model,error
