entity_id,entity_type,issues,status
shapermindai/code-gemma-7b,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
sonyashijin/qwen3-32b-verilog-lora,Model,created_user_node;user_published_model,ok
lmstudio-community/DeepSeek-Coder-V2-Lite-Instruct-GGUF,Model,user_published_model;model_defined_for,ok
nullrunner/Qwen3-32B-EXL3-4.0bpw,Model,created_user_node;user_published_model;model_defined_for,ok
tool-genesis/Tool-Genesis-Qwen3-8B-SFT,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
honicky/pythia-70m-hdfs-logs,Model,user_published_model;model_trained_on,ok
prithivMLmods/Megatron-Corpus-14B-Exp.v2-GGUF,Model,user_published_model;model_defined_for,ok
ZuzeTt/Qwen3-VL-8B-Thinking-heretic,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
S-miguel/The-Trinity-Coder-7B,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
DunnBC22/distilbert-base-uncased-US_Airline_Twitter_Sentiment_Analysis,Model,created_user_node;user_published_model;model_defined_for,ok
Pasta009/IF-CL-34B,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_cites_paper,ok
RedHatAI/Llama-2-7b-ultrachat200k-pruned_50-quantized-deepsparse,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
NTUYG/ComFormer,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper,ok
professorf/phi-3-mini-128k-f16-gguf,Model,user_published_model;model_defined_for,ok
xanderkage/Qwen2.5-Coder-3B-Instruct,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
RichardErkhov/gretelai_-_Phi-3-mini-128k-instruct-gguf,Model,user_published_model,ok
RichardErkhov/unsloth_-_Qwen2.5-Coder-1.5B-gguf,Model,user_published_model;model_cites_paper;model_cites_paper;model_cites_paper,ok
justinjja/MiniMax-M1-80k-W4A16-INT4,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
Salesforce/codet5-base-multi-sum,Model,user_published_model;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper;created_paper_stub;model_cites_paper,ok
gtkunit/cerebras_GLM-4.7-REAP-218B-A32B-2.0bpw-h6-exl3,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
HappySpirit/Babelbit-h1,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
marcusmi4n/Shisa-v2-qwen2.5-7b-onnx,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
Salesforce/codet5-base-codexglue-sum-python,Model,user_published_model,ok
Walmart-the-bag/Misted-v2-7B-gguf,Model,user_published_model;model_defined_for,ok
Locutusque/Hercules-3.0-Mistral-7B,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
MaziyarPanahi/Mistral-7B-v0.2,Model,user_published_model;model_defined_for;model_cites_paper,ok
34574rd/MiniMax-M2.5-GGUF,Model,created_user_node;user_published_model;model_defined_for,ok
unsloth/Qwen2.5-Coder-1.5B-bnb-4bit,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
AIDSC/jais-30b-chat-v3,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
giovannidemuri/mine-mistral0.1-7b,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
CodeRosetta/CodeRosetta_cpp_cuda_base,Model,created_user_node;user_published_model;created_paper_stub;model_cites_paper,ok
mradermacher/Qwen3-Coder-53B-A3B-Instruct-TOTAL-RECALL-v2-MASTER-CODER-L-GGUF,Model,user_published_model,ok
CodeRosetta/CodeRosetta_fortran2cpp_ft,Model,user_published_model;model_cites_paper,ok
michaelfeil/ct2fast-codegen2-3_7B,Model,user_published_model;model_cites_paper,ok
ovinduG/phi3-domain-classifier,Model,created_user_node;user_published_model;model_defined_for;model_trained_on,ok
leafspark/wavecoder-ds-6.7b-GGUF,Model,created_user_node;user_published_model;model_defined_for,ok
DavidAU/Qwen3-Zero-Coder-Reasoning-V2-0.8B,Model,user_published_model;model_defined_for,ok
aiqtech/granite-4.0-h-1b,Model,user_published_model;model_defined_for;model_cites_paper,ok
Mungert/granite-20b-code-instruct-8k-GGUF,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper,ok
RichardErkhov/M4-ai_-_tau-0.5B-gguf,Model,user_published_model,ok
RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,Model,user_published_model;model_defined_for,ok
MikeKuykendall/gpt-oss-20b-moe-cpu-offload-gguf,Model,created_user_node;user_published_model;model_defined_for,ok
Kwaipilot/OASIS-code-embedding-1.5B,Model,user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
mradermacher/Qwen3-42B-A3B-2507-Thinking-TOTAL-RECALL-v2-Medium-MASTER-CODER-GGUF,Model,user_published_model,ok
Locutusque/SlimHercules-4.0-Mistral-7B-v0.2,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
SkyworkAIGC/SkyCode,Model,created_user_node;user_published_model;model_defined_for,ok
Bin12345/AutoCoder_S_6.7B,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
xanderkage/Qwen2.5-Coder-1.5B-Instruct,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
mayank-mishra/santacoder-GPTQ-4bit-128g,Model,created_user_node;user_published_model;created_paper_stub;model_cites_paper;model_cites_paper,ok
MonetLLM/monet-vd-1.4B-100BT-hf,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper,ok
openwalrus/Qwen3-VL-32B,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
OpceanAI/Yuuki-3.7,Model,created_user_node;user_published_model;model_defined_for;model_trained_on,ok
monsterapi/llama2_7b_DolphinCoder,Model,user_published_model;model_trained_on,ok
JetBrains-Research/OpenCoder-1.5B-Leak-Irrelevant,Model,user_published_model;model_defined_for;model_cites_paper,ok
DeepBrainz/DeepBrainz-R1-4B-40K,Model,user_published_model;model_defined_for,ok
vraiti/granite-q4km,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
FriendliAI/Phi-4-multimodal-instruct,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper;model_cites_paper,ok
swankier/nomic-embed-code,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_cites_paper,ok
IEITYuan/Yuan2-M32,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
Prince-1/Seed-Coder-8B-Instruct,Model,user_published_model;model_defined_for,ok
OpenLLM-Korea/kanana-1.5-8b-base,Model,user_published_model;model_defined_for;model_cites_paper,ok
Oranger09/Qwen3-VL-2B-Instruct,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
osanseviero/Mistral-7B-v0.1,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
AshtonIsNotHere/CodeLlama_7B_nlp_pp,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
Userb1az/Qwen3-30B-A3B-GGUF,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
RichardErkhov/ankit011_-_phi-2-code-gguf,Model,user_published_model,ok
niansong1996/lever-spider-codex,Model,user_published_model;created_dataset_stub;model_trained_on;model_cites_paper;model_cites_paper,ok
masterputin/EfficientCodeBERT,Model,created_user_node;user_published_model,ok
cyankiwi/rnj-1-instruct-AWQ-4bit,Model,user_published_model,ok
JunHowie/Qwen3-4B-Instruct-2507-GPTQ-Int4,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
Random7878/Life,Model,created_user_node;user_published_model;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on,ok
Mungert/granite-4.0-350m-GGUF,Model,user_published_model;model_cites_paper,ok
introvoyz041/Qwen3-Esper3-Reasoning-CODER-Instruct-21B-Brainstorm20x-128k-ctx-q6-mlx-mlx-8Bit,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on,ok
mradermacher/Qwen3-ST-The-Next-Generation-32B-i1-GGUF,Model,user_published_model;model_trained_on,ok
introvoyz041/Qwen3-42B-A3B-2507-TOTAL-RECALL-v2-Medium-MASTER-CODER-q6-hi-mlx-mlx-4Bit,Model,user_published_model;model_defined_for,ok
Qwen/Qwen2.5-Coder-7B-Instruct-GPTQ-Int4,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
ChiKoi7/Gemma-2-Llama-Swallow-2b-it-v0.1-Heretic-GGUF,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper;created_paper_stub;model_cites_paper,ok
openwalrus/Qwen3-14B,Model,user_published_model;model_defined_for;model_cites_paper,ok
ValiantLabs/Ministral-3-3B-Reasoning-2512-Esper3.1,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on,ok
EpistemeAI2/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-math,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
kxdw2580/DeepSeek-R1-0528-Qwen3-8B-catgirl-v2.5-gptqv2-8bit,Model,user_published_model;model_defined_for;model_trained_on,ok
quim-motger/t-frex-bert-base-uncased,Model,user_published_model;model_defined_for;model_cites_paper,ok
LiteLLMs/codegemma-7b-it-GGUF,Model,user_published_model;model_defined_for,ok
CohereLabs/c4ai-command-r-v01-4bit,Model,user_published_model;model_defined_for,ok
M4-ai/tau-0.5B-instruct,Model,user_published_model;model_defined_for,ok
GetSoloTech/Gemma3-Code-Reasoning-4B,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
ise-uiuc/Magicoder-S-CL-7B,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_trained_on;model_cites_paper;model_cites_paper,ok
monsterapi/falcon_7b_DolphinCoder,Model,user_published_model;model_trained_on,ok
nikitharao/catlm,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
umjunsik1323/Qwen2.5-Coder-1.5B-roblox,Model,created_user_node;user_published_model;model_defined_for,ok
vamsik2005/flax-poc-04-path-traversal,Model,created_user_node;user_published_model,ok
sunatte/txt2sql,Model,created_user_node;user_published_model;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper,ok
TheBloke/Pandalyst-7B-V1.1-AWQ,Model,user_published_model;model_defined_for,ok
CohereLabs/c4ai-command-a-03-2025,Model,user_published_model;model_defined_for;model_cites_paper,ok
LoneStriker/OpenHermes-2.5-Code-290k-13B-GGUF,Model,user_published_model;created_dataset_stub;model_trained_on,ok
testmymodel112/Affine-new-model-152,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
AbdulElahGwaith/dependabot-core,Model,user_published_model,ok
Mungert/Qwen3-4B-Thinking-2507-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
ibm-granite/granite-34b-code-instruct-8k,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper,ok
RichardErkhov/maharnab_-_gpt2_pycode-4bits,Model,user_published_model;model_cites_paper,ok
TheBloke/XwinCoder-34B-GGUF,Model,user_published_model,ok
RichardErkhov/Bin12345_-_AutoCoder_QW_7B-4bits,Model,user_published_model,ok
RichardErkhov/ibm-granite_-_granite-20b-code-instruct-r1.1-gguf,Model,user_published_model;model_cites_paper,ok
gabriellarson/qqWen-32B-RL-Reasoning-GGUF,Model,user_published_model,ok
SEBIS/code_trans_t5_base_source_code_summarization_python_transfer_learning_finetune,Model,user_published_model;model_defined_for,ok
pannagkv/icebreaker-v2,Model,created_user_node;user_published_model;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on,ok
AventIQ-AI/Code-Generation-Multi-Model,Model,user_published_model,ok
mahdin70/unixcoder-code-vulnerability-detector,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
mradermacher/Qwen3-2x6B-TNG-Deckard-Alpha-12B-i1-GGUF,Model,user_published_model;model_trained_on;model_trained_on,ok
nightmedia/unsloth-JanusCoder-14B-dwq5-mlx,Model,user_published_model;model_defined_for,ok
lmstudio-community/AceInstruct-72B-GGUF,Model,user_published_model;model_defined_for,ok
lt-asset/nova-1.3b-bcr,Model,created_user_node;user_published_model;model_defined_for,ok
bigcode/tiny_starcoder_py,Model,user_published_model;model_defined_for;model_trained_on,ok
suresh2001/llama-3.2-1b-instruct-finetuned,Model,created_user_node;user_published_model;model_defined_for,ok
apcl/jam_so,Model,user_published_model;model_trained_on,ok
TheBloke/tulu-30B-fp16,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
ginipick/MiniMax-M2,Model,user_published_model;model_defined_for;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper,ok
xaura/affine-gki,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
mradermacher/Qwen3-Almost-Human-6B-III-Final-OMEGA2-i1-GGUF,Model,user_published_model;model_trained_on,ok
TechxGenus/starcoder2-3b-instruct,Model,user_published_model;model_defined_for,ok
FBogaerts/Qwen-3-1.7B-Finetuned,Model,created_user_node;user_published_model,ok
LSXPrime/ProseFlow-v1-1.5B-Instruct-GGUF,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
SALT-NLP/Design2Code-18B-v0,Model,created_user_node;user_published_model;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper,ok
ExaltedSlayer/unsloth-phi-4-reasoning-plus-mlx-mxfp4,Model,user_published_model;model_defined_for,ok
mradermacher/Qwen3-LoveCraft-Master-of-Horror-Jan-v1-256k-ctx-6B-GGUF,Model,user_published_model;created_dataset_stub;model_trained_on,ok
lmstudio-community/CodeLlama-7B-KStack-GGUF,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
OpenGenerativeAI/Bifrost-R1-32B,Model,created_user_node;user_published_model;model_defined_for,ok
neulab/codebert-python,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
RoadToNowhere/Qwen3-0.6B-ao-float8wo,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
EpistemeAI/VibeCoder-20B-alpha-0.001,Model,user_published_model;model_defined_for,ok
juspay/Kwaipilot-KAT-Dev-CPT-LoRA-Adapter-HyperSwitch,Model,created_user_node;user_published_model;model_defined_for,ok
RichardErkhov/meta-llama_-_CodeLlama-70b-Python-hf-gguf,Model,user_published_model;model_cites_paper,ok
ibm-granite/granite-8b-code-base-128k,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper,ok
TheBloke/CodeLlama-7B-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
quim-motger/reviewRoBERTa-large,Model,user_published_model;model_defined_for,ok
cyrilzhang/gpt2-numfix,Model,created_user_node;user_published_model;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper,ok
mradermacher/Almost-Human-X3-32bit-1839-6B-i1-GGUF,Model,user_published_model;model_trained_on,ok
MassivDash/Qwen3-4B-heretic,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
AISE-TUDelft/BinT5-Stripped,Model,user_published_model;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper,ok
metindeder/test-master-unit-test-model-GGUF,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
mradermacher/Qwen3-16B-QiMing-V1.0-Total-Recall-Light-GGUF,Model,user_published_model,ok
Oluwaferanmiii/codet5p-220m-pytest-edge-generator,Model,created_user_node;user_published_model;model_defined_for,ok
Guervency/qwen2.5-coder-32b-instruct,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
nold/internlm2-chat-20b-GGUF,Model,created_user_node;user_published_model;model_defined_for,ok
mradermacher/Qwen2.5-Microsoft-NextCoder-Olympic-Instruct-FUSED-CODER-Fast-11B-GGUF,Model,user_published_model;model_trained_on;model_trained_on;model_trained_on;model_trained_on,ok
unsloth/Qwen3-4B-Instruct-2507-GGUF,Model,user_published_model;model_cites_paper,ok
XeroCodes/lynx-8b,Model,user_published_model;model_defined_for;model_trained_on,ok
DC2H-Uhim/Qwen3-8B,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
arkhammai/scark,Model,created_user_node;user_published_model,ok
QuantFactory/prem-1B-SQL-GGUF,Model,user_published_model,ok
daydreamwarrior/Qwen3-4B-Thinking-2507-heretic-Duplicate,Model,user_published_model;model_defined_for;model_cites_paper,ok
TheBloke/Mistral-7B-codealpaca-lora-GGUF,Model,user_published_model,ok
cublya/Gemma3-Code-Reasoning-4B,Model,user_published_model;model_defined_for;model_trained_on,ok
pankajmathur/orca_mini_v2_7b,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper,ok
radoni/penetrationtestingautomation-ai,Model,created_user_node;user_published_model;model_defined_for,ok
RichardErkhov/Locutusque_-_Hyperion-2.0-Mistral-7B-4bits,Model,user_published_model,ok
Salesforce/codet5-small,Model,user_published_model;model_trained_on;model_cites_paper;model_cites_paper,ok
H-D-T/Buzz-3b-small-v0.6.3,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on,ok
sunblaze-ucb/OLMo-2-7B-SFT-Intuitor-MATH-1EPOCH,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;created_paper_stub;model_cites_paper,ok
DavidAU/Qwen3-Great-Bowels-Of-Horror-FREAKSTORM-6B,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
EpistemeAI/rsi-gpt-oss-120bv2-8bit,Model,user_published_model;model_defined_for,ok
cmonplz/Qwen-3B-SAST-Python-Remediation-GGUF,Model,created_user_node;user_published_model,ok
XeroCodes/kairos,Model,user_published_model;model_defined_for;model_trained_on,ok
mradermacher/Qwen3-Deckard-Large-Almost-Human-6B-II-GGUF,Model,user_published_model;model_trained_on,ok
inclusionAI/LLaDA2.0-flash-preview,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
Salesforce/codegen25-7b-instruct_P,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
DavidAU/Qwen3-53B-A3B-2507-THINKING-TOTAL-RECALL-v2-MASTER-CODER,Model,user_published_model;model_defined_for;model_cites_paper,ok
McGill-NLP/codellm_1b_nope,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;created_paper_stub;model_cites_paper,ok
Sameer-Handsome173/qwen_model_4B,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
openbmb/Eurus-7b-kto,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_cites_paper;model_cites_paper,ok
XxviguxX/Qwen2.5-Coder-1.5B-Instruct-rk3588-1.1.2,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
MassivDash/Qwen3-1.7B-heretic,Model,user_published_model;model_defined_for;model_cites_paper,ok
ThomasTheMaker/Qwen3-4B-RKLLM-v1.2.0,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
microsoft/Phi-3.5-mini-instruct,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
mradermacher/Qwen2.5-Wolverine-CODER-11B-V2-GGUF,Model,user_published_model,ok
wasfox/Qwen3-Coder-Next-Zeta-GGUF,Model,user_published_model;model_trained_on,ok
nightmedia/VibeCoder-20b-RL1_0-qx86-hi-mlx,Model,user_published_model;model_defined_for;model_trained_on,ok
Lyon28/caca-1M-untrained,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;model_cites_paper;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;model_cites_paper;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;model_cites_paper;model_cites_paper,ok
foduucom/Tyre-Quality-Classification-AI,Model,created_user_node;user_published_model;created_task_node;model_defined_for,ok
lesj0610/EXAONE-4.0.1-32B-AWQ,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
stabilityai/stable-code-instruct-3b,Model,user_published_model;model_defined_for;model_cites_paper,ok
RichardErkhov/SparseLLM_-_prosparse-llama-2-7b-gguf,Model,user_published_model;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
mrm8488/CodeBERTaPy,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
introvoyz041/Mistral-Devstral-2505-CODER-Brainstorm40x-44B-q6-mlx-mlx-6Bit,Model,user_published_model;model_defined_for,ok
smkrv/Qwen3-0.6B-CoreML-4bit,Model,created_user_node;user_published_model;model_defined_for,ok
Kiy-K/moe-gpt-neox-125m-v1.5,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
0xA50C1A1/Qwen3-14B-Heretic,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
np-deploys/Qwen3-VL-8B-Instruct,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
sadiqj/camlcoder,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_trained_on;created_paper_stub;model_cites_paper,ok
jacobhoffmann/CodeLlama-13B-TestGen-Dart_v0.2-GGUF,Model,user_published_model;model_defined_for,ok
ksifhekoskd/Babelbit-hk_8,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
orlando23/Qwen3-4B-Thinking-2507,Model,user_published_model;model_defined_for;model_cites_paper,ok
codys12/OpenReasoning-Nemotron-32B,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
kotlarmilos/gemma3-reasoning,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on,ok
Mir-2002/codet5p-google-style-docstrings,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
QuantFactory/Phi-3-mini-128k-instruct-GGUF,Model,user_published_model;model_defined_for,ok
lmstudio-community/CodeLlama-7B-KStack-clean-GGUF,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
mradermacher/Qwen3-MOE-4x0.6B-2.4B-Writing-Thunder-i1-GGUF,Model,user_published_model,ok
prithivMLmods/Elita-1,Model,user_published_model;model_defined_for,ok
ofloxacin/af-qwen3-1b,Model,user_published_model;model_defined_for;model_cites_paper,ok
TroyDoesAI/Mermaid-Llama-6.7B-RAG-Code-Instruct,Model,user_published_model;model_defined_for,ok
Bifrost-AI/NextCoder-Mirage-sol-7B,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
stelterlab/Qwen3-30B-A3B-Instruct-2507-AWQ,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
kantobro/aidacoder,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
afrideva/smol_llama-101M-GQA-python-GGUF,Model,user_published_model;model_defined_for;model_trained_on,ok
mradermacher/FluentlyQwen3-Coder-4B-i1-GGUF,Model,user_published_model;model_trained_on,ok
rdyro/Mistral-7B-Instruct-v0.1,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
Qwen/Qwen2.5-Coder-7B,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
bunnycore/Chimera-Apex-7B,Model,user_published_model;model_defined_for,ok
avtc/GLM-4.6-REAP-268B-A32B-GPTQMODEL-W4A16-V2,Model,user_published_model;model_defined_for;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;model_trained_on;model_trained_on;created_dataset_stub;model_trained_on;model_trained_on;model_cites_paper,ok
ELVISIO/Qwen3-30B-A3B-Instruct-2507-AWQ,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
michaelfeil/ct2fast-codegen-2B-mono,Model,user_published_model;model_cites_paper,ok
prithivMLmods/Viper-Coder-v1.7-Vsm6,Model,user_published_model;model_defined_for,ok
